artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Masove,Dancing In The Moonlight,0.77,0.728,7,-6.224,1,0.0799,0.227,4.37e-05,0.124,0.384,124.024,audio_features,1a8ScVj4jO1u7rG7x9pUvP,spotify:track:1a8ScVj4jO1u7rG7x9pUvP,https://api.spotify.com/v1/tracks/1a8ScVj4jO1u7rG7x9pUvP,https://api.spotify.com/v1/audio-analysis/1a8ScVj4jO1u7rG7x9pUvP,143226,4
Mark Mendy,"Weekend (Party, Sleep, Repeat)",0.813,0.853,10,-4.756,1,0.163,0.138,0,0.0845,0.732,123.005,audio_features,5066WzFaeJhqmQmKjBmrr6,spotify:track:5066WzFaeJhqmQmKjBmrr6,https://api.spotify.com/v1/tracks/5066WzFaeJhqmQmKjBmrr6,https://api.spotify.com/v1/audio-analysis/5066WzFaeJhqmQmKjBmrr6,138557,4
Zara Larsson,Lush Life,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,audio_features,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/audio-analysis/1rIKgCH4H52lrvDcz50hS8,201122,4
Maroon 5,Payphone,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,audio_features,1XGmzt0PVuFgQYYnV2It7A,spotify:track:1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/tracks/1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/audio-analysis/1XGmzt0PVuFgQYYnV2It7A,231173,4
CARSTN,Best In Me,0.706,0.866,4,-3.502,1,0.0275,0.0756,0,0.447,0.964,123.947,audio_features,7p2awTPzdeeg3ln3WPXyXe,spotify:track:7p2awTPzdeeg3ln3WPXyXe,https://api.spotify.com/v1/tracks/7p2awTPzdeeg3ln3WPXyXe,https://api.spotify.com/v1/audio-analysis/7p2awTPzdeeg3ln3WPXyXe,150226,4
Kygo,Higher Love,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,audio_features,1kKYjjfNYxE0YYgLa7vgVY,spotify:track:1kKYjjfNYxE0YYgLa7vgVY,https://api.spotify.com/v1/tracks/1kKYjjfNYxE0YYgLa7vgVY,https://api.spotify.com/v1/audio-analysis/1kKYjjfNYxE0YYgLa7vgVY,228267,4
Kid On The Block,Whole Again,0.672,0.676,4,-7.304,1,0.0379,0.34,5.02e-06,0.155,0.381,123.014,audio_features,7eYUtVuBYUSp5sCMkVokgt,spotify:track:7eYUtVuBYUSp5sCMkVokgt,https://api.spotify.com/v1/tracks/7eYUtVuBYUSp5sCMkVokgt,https://api.spotify.com/v1/audio-analysis/7eYUtVuBYUSp5sCMkVokgt,191220,4
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4
Saco,Know Ya,0.733,0.76,10,-8.535,1,0.0346,0.656,2.14e-05,0.133,0.574,114.953,audio_features,3K9ClVFSgF9NyONcA2legk,spotify:track:3K9ClVFSgF9NyONcA2legk,https://api.spotify.com/v1/tracks/3K9ClVFSgF9NyONcA2legk,https://api.spotify.com/v1/audio-analysis/3K9ClVFSgF9NyONcA2legk,177600,4
Avril Lavigne,Girlfriend,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,audio_features,45hOioMDJktr86iKDHC8gr,spotify:track:45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600,4
Avril Lavigne,Sk8er Boi,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0,0.358,0.484,149.937,audio_features,00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,204000,4
Miley Cyrus,Party In The U.S.A.,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,3E7dfMvvCLUddWissuqMwr,spotify:track:3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/tracks/3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/audio-analysis/3E7dfMvvCLUddWissuqMwr,202067,4
Sean Kingston,Beautiful Girls,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,audio_features,1hGy2eLcmC8eKx7qr1tOqx,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373,4
Social House,Magic In The Hamptons (feat. Lil Yachty),0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,audio_features,2Yer0p7uB2lVBUAtANuuQp,spotify:track:2Yer0p7uB2lVBUAtANuuQp,https://api.spotify.com/v1/tracks/2Yer0p7uB2lVBUAtANuuQp,https://api.spotify.com/v1/audio-analysis/2Yer0p7uB2lVBUAtANuuQp,164640,4
